year,Q4_country,Q12_coding language_Python,Q12_coding language_R,Q12_coding language_SQL,Q12_coding language_C,Q12_coding language_C++,Q12_coding language_Java,Q12_coding language_Javascript,Q12_coding language_Bash,Q12_coding language_MATLAB,Q12_coding language_Julia
2021,China,Python,,,,,,,,,
2021,Japan,Python,R,SQL,C,C++,Java,Javascript,Bash,,
2021,Germany,Python,R,SQL,,,,,,,
2021,India,Python,,,,,,,,MATLAB,
2021,Turkey,Python,R,SQL,,,,,,,
2021,Thailand,,,,,,,,,,
2021,India,Python,,SQL,C,C++,Java,Javascript,,,
2021,India,Python,R,,,,,,,,
2021,India,Python,,SQL,C,C++,,,Bash,,
2021,Indonesia,Python,,SQL,C,C++,Java,Javascript,,,
2021,India,Python,,,C,C++,Java,Javascript,,,
2021,India,Python,,,C,,,,,,
2021,Kazakhstan,Python,,SQL,,,,,Bash,,
2021,India,Python,,,C,,,,,,
2021,India,,,,,,,,,,
2021,China,Python,,,,C++,,,,,
2021,Japan,Python,,,C,,,,,,
2021,Nigeria,,,SQL,,,,,,,
2021,United States of America,Python,,,,C++,,,,,
2021,Russia,Python,,SQL,,,,,Bash,,
2021,Singapore,Python,,,C,C++,,,Bash,,
2021,United Arab Emirates,Python,,SQL,C,C++,,,,MATLAB,
2021,United States of America,,,,,,,,,,
2021,Brazil,Python,R,,,,,,,,
2021,Japan,Python,,,,,,,,,
2021,China,,,,C,C++,,,,,
2021,Nigeria,Python,,,,,,,,,
2021,Thailand,Python,,SQL,,,,,,,
2021,Pakistan,,,,,,,,,,
2021,India,Python,,,,,,,,,
2021,Russia,Python,,,,,,,,,
2021,Nigeria,Python,,SQL,,C++,,,,MATLAB,
2021,Other,Python,,,,,Java,Javascript,,,
2021,India,Python,,,,,,,,,
2021,India,Python,,,C,C++,,,,,
2021,Indonesia,Python,,SQL,,,,Javascript,,MATLAB,
2021,Canada,,,,,C++,Java,Javascript,,,
2021,Brazil,Python,,SQL,C,C++,,Javascript,Bash,,
2021,Other,Python,,,C,C++,,,,MATLAB,
2021,South Africa,Python,,SQL,,,,,,,
2021,Germany,Python,,,,,,,,,
2021,Peru,Python,R,SQL,,,Java,Javascript,,,
2021,Taiwan,Python,,,C,,,Javascript,,,
2021,South Korea,Python,R,,,,,,,,
2021,Egypt,Python,,,,,,,,,
2021,Poland,Python,R,,,,,,,,
2021,Italy,Python,,,,,,,,,
2021,France,Python,,,,,,,,,
2021,India,Python,,SQL,C,C++,,,,,
2021,Mexico,,,SQL,C,C++,Java,Javascript,,,
2021,Other,Python,,SQL,,,Java,,,,
2021,India,Python,,,C,C++,,,,,
2021,United States of America,Python,R,SQL,,,,,,,
2021,Germany,,R,SQL,,,,,Bash,MATLAB,
2021,India,Python,,,,C++,,,,,
2021,United Kingdom of Great Britain and Northern Ireland,Python,,,,,,Javascript,,MATLAB,
2021,Egypt,Python,,SQL,C,C++,Java,Javascript,,MATLAB,
2021,Canada,Python,R,,,,,,,,
2021,United States of America,Python,,,,,,,,,
2021,Pakistan,Python,,SQL,C,,,,,MATLAB,
2021,Japan,Python,,,,,,,,MATLAB,
2021,Other,Python,,SQL,,,,Javascript,,,
2021,Nigeria,Python,,SQL,,,,,,,
2021,Other,Python,,SQL,,,,,,,
2021,India,Python,R,SQL,,,,,,MATLAB,
2021,Bangladesh,Python,,SQL,C,,,,,,
2021,Germany,Python,,,,,Java,,,,
2021,Brazil,Python,R,,,,,,,,
2021,Japan,Python,,SQL,,,,,Bash,,
2021,Indonesia,,,SQL,C,C++,Java,Javascript,,,
2021,Sri Lanka,Python,R,,,,,,,,
2021,India,Python,,,,,,,,,
2021,Nigeria,Python,,,,,,,,,
2021,United States of America,Python,,SQL,,,,,,,
2021,Brazil,Python,,SQL,,,,,,,
2021,Netherlands,Python,,SQL,,,Java,,,,
2021,United States of America,,R,SQL,,,,,,,
2021,United Kingdom of Great Britain and Northern Ireland,Python,,,,C++,,,Bash,,
2021,India,Python,R,SQL,,,,,,,
2021,India,,,SQL,,,,,,,
2021,Bangladesh,Python,,,,,Java,Javascript,Bash,,
2021,Belarus,Python,,SQL,,,,,,,
2021,Brazil,,,SQL,,,,,,,
2021,Australia,Python,,SQL,,,,,,,
2021,India,Python,R,,,C++,,,,,
2021,France,Python,,,,,,,,,
2021,Kenya,Python,,SQL,,,,,,,
2021,Nigeria,Python,,,,,,,,,
2021,India,Python,R,SQL,,,Java,Javascript,,MATLAB,
2021,Viet Nam,Python,,,C,C++,,,,,
2021,Mexico,Python,R,SQL,C,C++,Java,Javascript,Bash,MATLAB,
2021,Thailand,,,SQL,,,,Javascript,Bash,,
2021,Mexico,,,,C,,,,,MATLAB,
2021,Russia,Python,,,,,,,,,
2021,Italy,,,,,,,,,,
2021,United Kingdom of Great Britain and Northern Ireland,Python,,,,,,,Bash,,
2021,India,Python,,,,C++,,,,,
2021,China,Python,,,,,,,,,
2021,Peru,Python,,,,C++,,Javascript,,,
2021,India,Python,,SQL,,,,,,MATLAB,
2021,India,Python,,SQL,C,C++,,,,,
2021,India,Python,,SQL,C,C++,Java,Javascript,,,
2021,India,,R,,,,,,,,
2021,India,Python,,,,,Java,,,,
2021,China,Python,,,,,,,,,
2021,Turkey,Python,,SQL,,,,,,,
2021,Spain,Python,R,SQL,,C++,,Javascript,,,
2021,South Korea,Python,,,,,,,,,
2021,United Kingdom of Great Britain and Northern Ireland,Python,,,C,C++,,Javascript,,,
2021,India,Python,,,,,,,,,
2021,India,Python,,,C,,Java,,,,
2021,Singapore,Python,,,,,,,Bash,,Julia
2021,Netherlands,,R,,,,,,,,
2021,Portugal,Python,,,,,,,,,
2021,United States of America,Python,,,,,,,,,
2021,Nigeria,Python,,,,,,,,MATLAB,
2021,Spain,Python,,SQL,,,,,,,
2021,Poland,Python,,SQL,,,,,,,
2021,India,,,,,,,,,,
2021,China,Python,,,,,,,,,
2021,India,Python,,,,,,,,,
2021,India,Python,,,,,,,,,
2021,United States of America,Python,,,,,,,,,
2021,Turkey,Python,R,,,,,,,,
2021,India,,,,,,,,,,
2021,United States of America,Python,R,SQL,,,,,,,
2021,United States of America,Python,,SQL,,C++,,,,,
2021,Other,Python,,,,,,,,,
2021,Spain,Python,,SQL,C,,Java,,,,
2021,South Africa,Python,,,,,,Javascript,,,
2021,India,Python,,SQL,,,,,,MATLAB,
2021,Japan,Python,R,,,,,,Bash,,
2021,Bangladesh,Python,,,,,,,,,
2021,United States of America,,,,,,,,,,
2021,"Iran, Islamic Republic of...",Python,,,C,C++,,,,MATLAB,
2021,Russia,Python,,,,,,Javascript,Bash,,
2021,Indonesia,Python,,,,,,Javascript,Bash,,
2021,India,Python,,,,C++,,,,MATLAB,
2021,Japan,Python,,SQL,,,,,,,
2021,Australia,Python,,,,,,,,,
2021,Pakistan,Python,,,,,,Javascript,,,
2021,India,,,,,,,,,,
2021,Viet Nam,Python,,,C,C++,,,,,
2021,Italy,Python,,,C,,,,,MATLAB,
2021,United States of America,,R,SQL,,,,,,,
2021,Australia,Python,,SQL,,,,,,,
2021,India,Python,,,C,C++,Java,,,,
2021,India,Python,,SQL,C,C++,Java,,,MATLAB,
2021,Turkey,Python,,SQL,,,Java,,,,
2021,Viet Nam,Python,,,,C++,,,,,
2021,China,,,,,,,,,,
2021,India,Python,,,C,,Java,,,,
2021,India,Python,,SQL,C,C++,Java,Javascript,,,
2021,India,,,,,,,,,,
2021,India,Python,,SQL,C,C++,,,,,
2021,India,Python,,,,,Java,,,,
2021,Russia,Python,,,,,,,,,
2021,India,Python,,,,,Java,,,,
2021,Mexico,Python,R,,,,,,,MATLAB,
2021,India,Python,,SQL,C,C++,,,,,
2021,India,Python,,,,C++,,,,,
2021,Sri Lanka,Python,,SQL,,,,Javascript,,,
2021,United States of America,,,,,,,,,,
2021,Greece,Python,,,,C++,,,,,
2021,Pakistan,,,,,,,,,,
2021,France,Python,,SQL,,,,,,,Julia
2021,India,Python,,SQL,C,C++,Java,,,,
2021,Nigeria,Python,,SQL,,,,,,,
2021,India,Python,,,,,,Javascript,,MATLAB,
2021,Switzerland,Python,,SQL,,,,,,,
2021,India,Python,,,,,,,,,
2021,Italy,Python,R,,,,,,,,
2021,United States of America,Python,,SQL,,,,,,,
2021,Russia,Python,,SQL,,,,,,,
2021,India,Python,R,SQL,,,,Javascript,Bash,,
2021,India,Python,,,C,C++,Java,Javascript,Bash,,
2021,Germany,Python,,SQL,,,Java,Javascript,Bash,,
2021,India,Python,,,,C++,,,,,
2021,Viet Nam,Python,,,C,C++,Java,,,,
2021,China,Python,,,,,Java,,,,
2021,Singapore,Python,,SQL,,,,,,,
2021,United States of America,Python,,,,,Java,,,,
2021,Taiwan,Python,R,SQL,,,,,,,
2021,Singapore,Python,,SQL,,,Java,Javascript,,,
2021,India,Python,,,,,,,,,
2021,India,Python,,SQL,,C++,Java,Javascript,,,
2021,South Africa,,,,,,,,,,
2021,India,Python,,,,,,,,,
2021,India,Python,,,,,,,,,
2021,Ethiopia,Python,,SQL,,,Java,Javascript,,,
2021,Taiwan,Python,,,,C++,Java,,,,
2021,Other,Python,,,,,Java,,,,
2021,Nigeria,Python,,,,C++,,Javascript,,,
2021,India,Python,,SQL,C,,Java,,,,
2021,Other,Python,,,,,,,,,
2021,India,Python,,SQL,,,,,,,
2021,Japan,Python,,,,,,,,,
2021,India,Python,,SQL,,,,,,,
2021,South Korea,Python,R,SQL,,,Java,,,,
2021,Ukraine,,,SQL,,,,,,,
2021,Other,,,,,,,,,,
2021,Viet Nam,Python,,SQL,,,,,,,
2021,Japan,Python,,,,,,,,,
2021,Sri Lanka,Python,R,SQL,,,,,,,
2021,Other,Python,R,SQL,,,,,,,
2021,India,Python,R,,,,,,,,
2021,"Iran, Islamic Republic of...",Python,,SQL,,,,Javascript,,,
2021,United States of America,,,,,,,,,MATLAB,
2021,Russia,Python,,,,,,,Bash,,
2021,United States of America,Python,R,SQL,C,,Java,,,MATLAB,
2021,Egypt,Python,,SQL,,,Java,,,,
2021,India,Python,,SQL,,,,Javascript,,,
2021,India,Python,R,SQL,,,,,,,
2021,Brazil,Python,,SQL,,,,,,,
2021,"Iran, Islamic Republic of...",Python,,,,,,,,MATLAB,
2021,United Kingdom of Great Britain and Northern Ireland,Python,,SQL,,,,,Bash,,
2021,South Africa,Python,,,,,,,,,
2021,Morocco,Python,,SQL,C,C++,Java,,,,
2021,Other,Python,,,,C++,Java,Javascript,,MATLAB,
2021,Kenya,Python,,,,,Java,,,,
2021,Other,Python,R,SQL,,,Java,Javascript,Bash,,
2021,Other,Python,,SQL,C,C++,Java,Javascript,,,
2021,India,Python,,,C,C++,,,,,
2021,Bangladesh,Python,,,,C++,Java,,,,
2021,South Korea,,,,,,Java,Javascript,,,
2021,Poland,Python,,,,,,,,,
2021,India,Python,R,SQL,C,C++,Java,Javascript,,,
2021,South Africa,Python,,SQL,,C++,Java,Javascript,,,
2021,Egypt,Python,,SQL,,C++,Java,Javascript,,,
2021,Singapore,,,,,,,,,,
2021,India,Python,,,C,C++,,,,,
2021,South Africa,Python,,,,,,,,,
2021,Germany,Python,,,,,,,Bash,,
2021,Other,Python,R,,,,,,,,
2021,India,Python,,,C,,Java,,,,
2021,Mexico,Python,,,,,,,,,
2021,Other,Python,,SQL,,,,,,,
2021,Nigeria,,,,,,Java,,,,
2021,India,Python,,SQL,,,,,,,
2021,Poland,,,,,,,,,,
2021,India,Python,,,,,,,,,
2021,Indonesia,Python,R,SQL,C,C++,Java,,,,
2021,India,,R,SQL,,,,,,,
2021,Colombia,Python,R,,,,Java,,,,
2021,United States of America,,,,,,,,,,
2021,India,Python,R,SQL,C,C++,Java,Javascript,Bash,MATLAB,
2021,India,Python,R,SQL,,C++,Java,,,MATLAB,
2021,Other,Python,,SQL,,,,Javascript,,,
2021,Thailand,Python,,SQL,,,,Javascript,,,
2021,India,Python,,,,C++,,,,,
2021,India,Python,,,,,,,,,
2021,Netherlands,Python,R,SQL,,,,,,MATLAB,
2021,India,Python,,,C,C++,,,,,
2021,India,Python,,,C,,,Javascript,,,
2021,Belarus,Python,,SQL,,,Java,,,,
2021,India,Python,,,C,,Java,Javascript,,,
2021,China,Python,,,,,Java,,,,
2021,India,Python,,,,,,Javascript,,,
2021,Poland,Python,,,C,C++,Java,Javascript,Bash,,
2021,United States of America,Python,,,,,,,,,
2021,Ghana,,,,,C++,,,,MATLAB,
2021,Pakistan,Python,,,C,C++,Java,,,,
2021,Turkey,Python,,,,,,,,,
2021,Mexico,Python,,SQL,,,,Javascript,,,
2021,Bangladesh,,R,SQL,C,,,,,,
2021,India,,R,SQL,,,,,,,
2021,Russia,Python,,SQL,,,,,,,
2021,Portugal,Python,,,,,,,,,
2021,India,Python,,SQL,,,,,,,
2021,India,Python,,SQL,,,,,,MATLAB,
2021,Chile,Python,,,,C++,,,,,
2021,Indonesia,Python,,,,,,,,,
2021,India,Python,,,,,,,,,
2021,Nigeria,Python,R,SQL,,,,,,,
2021,Nigeria,,,,,,,,,,
2021,Turkey,Python,,,,,,,,,
2021,Other,Python,R,,,,,,,,
2021,India,Python,,SQL,,,,,,,
2021,United States of America,Python,R,SQL,C,,Java,,,,
2021,Brazil,,R,,,,,,,,
2021,China,Python,R,,C,C++,,,,,
2021,Romania,Python,,SQL,,,,,,,
2021,India,Python,,SQL,,,,,,,
2021,Japan,Python,,,,,,,,,
2021,South Korea,Python,,SQL,,,,,,,
2021,Spain,Python,,,,,,,,MATLAB,
2021,India,Python,,,,,,,,,
2021,United States of America,,R,,,,,,,,
2021,Chile,Python,,SQL,,C++,Java,,,,
2021,India,Python,,,,,Java,,,,
2021,United States of America,,,,,,Java,,,,
2021,Japan,Python,,,,,,,,,
2021,India,Python,,,,,,,,,
2021,Brazil,,,,,,,,,,
2021,Portugal,Python,,SQL,,,Java,,,MATLAB,
2021,Ecuador,Python,,SQL,,,Java,Javascript,,,
2021,Other,,,,,,,,,,
2021,United States of America,Python,R,SQL,C,,,Javascript,Bash,,
2021,Belgium,Python,,,,C++,,,,,
2021,United Arab Emirates,Python,R,SQL,C,C++,Java,Javascript,,,
2021,Other,Python,,,,,,,,,Julia
2021,India,Python,,,,,Java,,,,
2021,India,Python,,SQL,,,,,,,
2021,India,Python,,,,,,,,,
2021,India,Python,,SQL,,,,,,,
2021,China,Python,,,,,,,,,
2021,Japan,Python,,,C,C++,,,,,
2021,Israel,Python,,SQL,,,,,,,
2021,India,Python,,SQL,,,Java,,,,
2021,India,Python,,,,,,,,,
2021,Morocco,,R,,,,,,,,
2021,India,Python,,SQL,,,Java,Javascript,,,
2021,South Africa,,,SQL,,,,,,,
2021,Norway,Python,,,,,,Javascript,,,
2021,Egypt,Python,,SQL,,C++,Java,Javascript,,,
2021,Tunisia,Python,,SQL,,,Java,Javascript,,,
2021,India,Python,,,,,,,,,
2021,United States of America,Python,R,SQL,,,,,,,
2021,India,Python,,SQL,,,Java,,,,
2021,"Iran, Islamic Republic of...",,,,,,,,,,
2021,India,,,,,,,,,,
2021,United Kingdom of Great Britain and Northern Ireland,Python,,,,,,,,,
2021,Japan,Python,,,,C++,,,,,
2021,Brazil,Python,R,,C,,,,,,
2021,India,Python,,SQL,,,Java,,,,
2021,Other,Python,,,,,,,,,
2021,Japan,Python,,,,,,,,,
2021,India,Python,,,,,,,,,
2021,United States of America,Python,,,,,Java,Javascript,,,
2021,Taiwan,,R,SQL,,,,,,,
2021,Viet Nam,Python,,,,C++,,,,,
2021,South Korea,Python,,SQL,,,,,,,
2021,Other,Python,,,,,,,,,
2021,Brazil,,,,,,,,,,
2021,Other,Python,R,SQL,,,,,,MATLAB,
2021,India,,,,,,,,,,
2021,Bangladesh,Python,,,C,,,,,,
2021,Tunisia,Python,R,SQL,,,Java,,,,
2021,Viet Nam,Python,,SQL,C,C++,,,Bash,,
2021,India,Python,R,,,,Java,,,,
2021,India,,,,C,C++,,,,,
2021,United Kingdom of Great Britain and Northern Ireland,Python,R,SQL,,C++,Java,Javascript,Bash,,
2021,India,Python,,,,,,,,,
2021,Brazil,,,SQL,,,,Javascript,,,
2021,Brazil,Python,R,SQL,,,Java,Javascript,Bash,,
2021,Russia,Python,,SQL,,C++,,,,,
2021,United States of America,Python,,,,,,,Bash,,
2021,Other,,,SQL,,,,,,,
2021,United States of America,Python,,,,,,,,,
2021,India,Python,,,,C++,,,,,
2021,Nigeria,,R,,,,,,,,
2021,Hong Kong (S.A.R.),Python,,,,C++,,,,,
2021,Greece,Python,,,C,C++,,Javascript,,,
2021,Other,Python,,SQL,C,C++,Java,Javascript,Bash,,
2021,Singapore,Python,R,,,,Java,,,MATLAB,Julia
2021,I do not wish to disclose my location,Python,,,,,Java,,,,
2021,Indonesia,Python,,SQL,,,,Javascript,,,
2021,United States of America,Python,,SQL,,,,,,,
2021,India,Python,R,SQL,,,,,,,
2021,France,Python,,SQL,,C++,Java,Javascript,,MATLAB,
2021,Kenya,Python,,SQL,,C++,,,,,
2021,United States of America,,,,,,,,,,
2021,Other,Python,,SQL,,,Java,Javascript,,,
2021,India,Python,R,,,,,,,,
2021,United States of America,Python,,SQL,,,,,,,
2021,Japan,Python,,,,C++,,,,,
2021,Singapore,Python,,SQL,,C++,,Javascript,,MATLAB,
2021,India,Python,,,,,,,,,
2021,India,Python,,,C,C++,,Javascript,,MATLAB,
2021,Other,Python,,SQL,C,,,Javascript,Bash,,
2021,India,Python,,,,C++,,,,,
2021,Poland,Python,R,,,,,,,MATLAB,
2021,Brazil,Python,,,,,,,,,
2021,United States of America,Python,,,,,,,Bash,,
2021,Japan,Python,,SQL,,C++,,,,,
2021,India,Python,,,,,,Javascript,,,
2021,Colombia,Python,,,,,,,,,
2021,India,Python,,SQL,C,,,,,,
2021,India,Python,,SQL,,,Java,,,,
2021,South Korea,Python,,,,C++,Java,,,,
2021,India,Python,,,,,,,,,
2021,India,Python,,,,,,,,,
2021,Canada,Python,R,,,,,,,,
2021,Peru,Python,,,,,,,,,
2021,India,Python,R,,,,,,,,
2021,India,Python,,SQL,,,,,,MATLAB,
2021,Israel,Python,R,,,,,,,,
2021,Russia,Python,,,,,,,,,
2021,India,Python,,,C,,,,Bash,,Julia
2021,Italy,Python,R,SQL,,,,,,,
2021,India,,,SQL,,,,,,,
2021,Pakistan,Python,,,C,C++,,,,,
2021,India,Python,,,,,,,,MATLAB,
2021,United States of America,Python,R,SQL,,,,,,,
2021,France,Python,,,,,,Javascript,,,
2021,Chile,Python,,SQL,,C++,Java,Javascript,,,
2021,Singapore,Python,,SQL,,,,,,,
2021,Poland,Python,,,,,,,Bash,,
2021,India,Python,,,C,C++,Java,,,MATLAB,
2021,Indonesia,Python,,,,,,,,,
2021,Turkey,Python,,,,,,,,,
2021,Ukraine,Python,,,,,,,,,
2021,Morocco,,,,,,,,,,
2021,Israel,Python,,,C,C++,Java,,,,
2021,Other,Python,R,SQL,,C++,Java,,,,
2021,Australia,,,,,,,,,,
2021,India,Python,R,SQL,,,,,,,
2021,Nigeria,Python,,,,,,,,,
2021,India,Python,,,,,,,,,
2021,United States of America,Python,R,SQL,,,,,,,
2021,Turkey,Python,,SQL,,,,,,,
2021,India,,,,,,,,,,
2021,India,Python,,SQL,,,Java,,,,
2021,India,Python,,SQL,,,,,,,
2021,Indonesia,Python,,SQL,,,,Javascript,,,
2021,China,Python,,SQL,C,C++,Java,,,,
2021,China,Python,,,,,,,,,
2021,Poland,Python,R,,,,,,,,Julia
2021,Brazil,Python,R,,,,,,,,
2021,India,Python,R,SQL,,,,,,,
2021,India,Python,,,,,,,,,
2021,India,Python,R,SQL,,,,,,,
2021,India,,,,,,,,,,
2021,India,Python,R,SQL,,,,,,,
2021,Egypt,Python,,SQL,,,,Javascript,Bash,,
2021,India,Python,R,SQL,,C++,,Javascript,,MATLAB,
2021,India,Python,,,,,,,,,
2021,Japan,Python,,,,,,,,,
2021,Russia,Python,,,,,,,,,
2021,India,Python,,,,C++,,,,,
2021,Russia,Python,,SQL,,,,,,,
2021,Kenya,Python,,SQL,,,,,,,
2021,France,Python,,SQL,,,,,,,
2021,United States of America,Python,R,SQL,,,,,,,
2021,Indonesia,,,SQL,C,C++,Java,Javascript,,MATLAB,
2021,Peru,Python,R,,,,,Javascript,,,
2021,India,Python,R,,,,,,,,
2021,India,Python,,SQL,,,,,,,
2021,India,,,,C,C++,,,,,
2021,Peru,Python,R,SQL,,,,,Bash,,
2021,Portugal,Python,,,,,,,,MATLAB,
2021,United States of America,,,,,,,,,,
2021,Spain,Python,R,,,,,,,,
2021,China,Python,,,,,,,,,
2021,Russia,Python,,,,C++,,,,,
2021,Kenya,Python,R,,,,,,,,
2021,United States of America,Python,R,SQL,,,,,,,
2021,India,Python,,SQL,C,C++,Java,Javascript,,,
2021,Nigeria,Python,,,C,,,,,,
2021,India,Python,R,,,,,,,,
2021,Japan,Python,,,,,,,,,
2021,India,,,,,,,,,,
2021,Brazil,Python,,,C,C++,,,,,
2021,Nigeria,Python,,,,,,Javascript,,,
2021,Germany,,R,,,,,,,MATLAB,
2021,Pakistan,Python,,,,,,,,,
2021,India,Python,,,C,,Java,,,,
2021,India,Python,,,C,,,,,,
2021,South Korea,Python,,,,,,,Bash,,
2021,India,Python,,,C,,,,,,
2021,United States of America,Python,,,C,,Java,Javascript,Bash,,
2021,Nigeria,Python,,,,,,,,MATLAB,
2021,Other,Python,R,,,,,,,,
2021,Egypt,Python,,,,C++,,,,,
2021,India,Python,,SQL,C,C++,,,,,
2021,Colombia,Python,,,,,,Javascript,Bash,,
2021,Turkey,Python,,SQL,,,,,,,
2021,Viet Nam,Python,,SQL,,,,,,,
2021,Canada,Python,R,SQL,,,,,,,
2021,India,Python,R,SQL,,,,,,MATLAB,
2021,Kazakhstan,Python,,,,,,,,,
2021,India,Python,,SQL,C,,,,,,
2021,United States of America,Python,R,SQL,,,,,,,
2021,Nigeria,Python,R,,,,,Javascript,,,
2021,India,Python,,,,,,,,,
2021,France,,R,,,,,,Bash,MATLAB,
2021,Germany,Python,R,,,,,,,,
2021,Other,Python,,SQL,,C++,,Javascript,Bash,MATLAB,
2021,United States of America,Python,,SQL,C,C++,Java,Javascript,,,
2021,Other,Python,R,,,,,,,,
2021,Colombia,Python,,,,,,,Bash,,
2021,Germany,Python,,,,,,,,,
2021,Russia,Python,,SQL,,,,,,,
2021,Spain,Python,,SQL,,,,,,,
2021,United States of America,,,,,,,,,,
2021,India,Python,,,,,,,,,
2021,United States of America,Python,,SQL,,,,,,,
2021,Italy,,,,,,,,,,
2021,Brazil,Python,,SQL,,,Java,Javascript,,,
2021,United States of America,,R,SQL,,,,,,,
2021,Other,,,,,,,,,,
2021,Egypt,Python,,SQL,C,,Java,,,,
2021,Turkey,Python,,,,,,,,,
2021,Japan,Python,,,,,,,,,
2021,Poland,Python,R,SQL,,,,,,,
2021,India,,,,,C++,,,,,
2021,United States of America,Python,,SQL,,,,,,,
2021,Turkey,Python,,,,C++,,,,,
2021,United States of America,Python,,SQL,,C++,,,,,
2021,India,Python,,,C,,Java,Javascript,,,
2021,India,,,SQL,,,,,,,
2021,United States of America,Python,,,,,,,,,
2021,Indonesia,Python,,SQL,,C++,,,,,
2021,I do not wish to disclose my location,Python,R,,,,,,,,
2021,United States of America,Python,,SQL,,,,,,,
2021,United States of America,Python,,SQL,,,,,,,
2021,Portugal,Python,,,,,,,,,
2021,Brazil,Python,,SQL,,,,,,,
2021,Japan,Python,,,,,,,,,
2021,Nepal,Python,,,,,,Javascript,,,
2021,Colombia,Python,,,,,,,,,
2021,India,Python,,SQL,,,,,,,
2021,India,Python,,,C,,,,,MATLAB,
2021,India,Python,,SQL,,,Java,,,,
2021,United States of America,,,SQL,,,,Javascript,,,
2021,Tunisia,Python,,SQL,C,,,Javascript,Bash,,
2021,United Kingdom of Great Britain and Northern Ireland,Python,,,,,,,,,
2021,Indonesia,,,,,C++,,,,,
2021,Belarus,,,SQL,C,C++,,Javascript,,,
2021,India,Python,,,,,,,,,
2021,Nigeria,Python,,,,,Java,,,MATLAB,
2021,"Iran, Islamic Republic of...",Python,R,SQL,,,,,,MATLAB,
2021,Russia,Python,,,,C++,,,,,
2021,India,Python,,,,,,,,,
2021,India,Python,,,,,,,,,
2021,Algeria,Python,R,SQL,C,C++,Java,Javascript,,MATLAB,
2021,Ethiopia,,,SQL,,C++,Java,Javascript,,MATLAB,
2021,Turkey,Python,,,,,,,,,
2021,South Africa,,,,,,,,,,
2021,Japan,Python,,,,,,,,,
2021,India,Python,,SQL,,C++,,,,,
2021,Russia,Python,,,C,C++,,,,,
2021,India,Python,R,SQL,,C++,,,,,
2021,"Iran, Islamic Republic of...",Python,,,,C++,,,,MATLAB,
2021,India,Python,,SQL,,,,,,,
2021,Japan,Python,,SQL,,,,,,,
2021,United States of America,,,,,,,,,,
2021,Saudi Arabia,Python,,SQL,C,C++,Java,Javascript,,,
2021,Russia,Python,,SQL,,,,,,,
2021,United States of America,,,,,,,,,,
2021,Japan,Python,,,,,,,,,
2021,Canada,Python,R,SQL,,,,,,,
2021,India,Python,R,,,,,,Bash,,
2021,India,Python,,,,,,,,,
2021,Germany,Python,R,,,,,,,,
2021,Tunisia,Python,,SQL,,,,Javascript,,,
2021,India,Python,,,,,,,Bash,,Julia
2021,United Arab Emirates,Python,,SQL,,,,,,,
2021,Spain,,R,SQL,,,,,,,
2021,India,Python,,,,,,,,,
2021,Bangladesh,,,,C,C++,,,,,
2021,Chile,,R,SQL,,,,,,,
2021,France,Python,,,,,,,,,Julia
2021,India,Python,,,,,,Javascript,,,
2021,Pakistan,Python,,,,,,Javascript,,MATLAB,
2021,Russia,,,SQL,,,,,,,
2021,Argentina,Python,R,SQL,,,,,,,
2021,United Kingdom of Great Britain and Northern Ireland,Python,,,,,,,,,
2021,Bangladesh,,,,C,,,,,,
2021,United States of America,Python,R,,,,,,Bash,,
2021,India,Python,R,SQL,,,Java,,,,
2021,China,Python,,SQL,,,,Javascript,,,
2021,Russia,Python,,,,,,,,,
2021,Nigeria,Python,R,,,,,,,,
2021,United Arab Emirates,Python,,,,,,,,,
2021,Nigeria,Python,,SQL,,,,,,,
2021,India,Python,,,,,,,,,
2021,Spain,Python,,,,,,,,,
2021,United States of America,Python,R,SQL,,,Java,Javascript,,,
2021,India,Python,,,,C++,,,,,
2021,Turkey,Python,,SQL,C,C++,,,,,
2021,India,Python,,SQL,,,,,,,
2021,Indonesia,Python,R,SQL,,,Java,,,,
2021,United States of America,Python,R,,,,,,,,
2021,Japan,Python,,,,,,,,,
2021,Germany,Python,,,,,Java,Javascript,,MATLAB,
2021,United States of America,Python,R,,,,,,,,
2021,India,Python,,,,C++,,,,,
2021,South Korea,Python,R,,,,,Javascript,,,
2021,Japan,Python,,,,,,,,,
2021,United States of America,Python,,SQL,,,,,,,
2021,Italy,,,SQL,,,Java,,,,
2021,Mexico,Python,,,C,C++,,Javascript,,,
2021,India,Python,,SQL,,,,,,,
2021,Other,Python,,SQL,,,,,,,
2021,Mexico,Python,,,,,Java,,,,
2021,India,Python,,,,,,,,,
2021,Sri Lanka,Python,R,,,,,,,,
2021,Russia,Python,,,,,,,,,
2021,India,Python,,,,,,,,,
2021,India,Python,,,,,,,,,
2021,Spain,Python,,SQL,,,,,,,
2021,United Kingdom of Great Britain and Northern Ireland,Python,,,,,,Javascript,,,
2021,United States of America,Python,,,,,,Javascript,,,
2021,"Iran, Islamic Republic of...",Python,R,,C,C++,,,,,
2021,Canada,Python,,,,,,,,,
2021,Brazil,Python,R,SQL,,,,,,,
2021,Russia,Python,,SQL,,C++,,,Bash,,
2021,United States of America,Python,R,SQL,,,,,,,
2021,Other,,,,,,,,,,
2021,Other,Python,,,,,,,Bash,,
2021,Taiwan,Python,,,C,,,,,,
2021,Pakistan,Python,,,,,,,,,
2021,Greece,Python,,,,,,,,,
